,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
8956,Individual,,,ARMIDA,J.,DI SANTI,,,,,,MIAMI,FL,USA,33193,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,05/17/2012,05/16/2022,,"(also A&E SALVAGE, J & N SALVAGE, INC., NEWELL SMITH, NICK SMITH, MARK SAWYER, ERIC GRUENBERG, MILTO DI SANTI)",S4MR3RL0Z,,
9258,Individual,,,ARTHUR,,NEWMAN,,,,,,MIAMI BEACH,FL,USA,33139,,Reciprocal,EPA,H,Prohibition/Restriction," The individual was convicted of violating the Clean Air Act and is ineligible for awards only at Warehouse, 2435 North Miami Ave., Miami, FL 33127-4433 (Violating Facility)",01/09/1998,Indefinite,,(also LAWRENCE ROTHMAN),S4MR3NJ7Y,,
9820,Individual,,,ATTICUS,,GEE,,,,,,OCEANSIDE,CA,USA,92054,,Reciprocal,EPA,H,Prohibition/Restriction,"For CT Code H: Convicted of Clean Air Act or Clean Water Act violation- INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: SCS Field Services, Inc., 3900 Kilroy Airport Way, Suite 100, Long Beach, CA 90806 (Violating Facility)  For CT Code R:  This individual is ineligible for any awards until the debarment period expires.   ",05/12/2010,Indefinite,,,S4MR3NLW9,,
9841,Individual,,,AUBREY,LEWIS,RITZ,,,,,,SACRAMENTO,CA,USA,95821,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 700 Lindsay Blvd., Idaho Falls, ID 83402 (Violating Facility)",08/02/2004,Indefinite,,,S4MR3PG8G,,
11373,Individual,,,BEN,ROYAL,BROYLES,,,,,,HAYDEN,ID,USA,83835,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: The Rooter Guy, LLC 11889 N. Tracey Road, Hayden, Idaho 83835 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",02/02/2016,Indefinite,,,S4MR52YM9,,
11390,Individual,,,BEN,F.,PASS,,,,,,WILMINGTON,NC,USA,28405,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/24/2014,02/23/2024,,(also BENJAMIN PASS),S4MR4D4C2,,
11409,Individual,,,BENEDICT,WILLIAM,LUPO,,,,,,AYER,MA,USA,01432,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY:  Hardrock Excavating, LLC, 2761 Salt Springs Road, Youngstown, OH  44509 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/05/2014,Indefinite,,(also HARDROCK EXCAVATING LLC),S4MR4SXW9,,
11410,Individual,,,BENEDICT,,LUPO,,,,,,YOUNGSTOWN,OH,USA,44514,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/17/2016,02/16/2021,,(also HARDROCK EXCAVATING LLC),S4MR4ZK9H,,
11501,Individual,,,BENJAMIN,,LACY,III,,,,,FRONT ROYAL,VA,USA,22630,,Reciprocal,EPA,H,Prohibition/Restriction," awards to be performed at this Violating Facility Only: Linden Beverage Convicted of Clean Air Act or Clean Water Act violation - ineligible for Company, Inc., Route 55 East, Linden, VA 22642",03/17/1998,Indefinite,,,S4MR3N8TY,,
11526,Individual,,,BENJAMIN,FRANKLIN,PASS,,,,,,WILMINGTON,NC,USA,28405,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/24/2014,02/23/2024,,"(also P & W WASTE OIL SERVICES, INC, BENJAMIN PASS, BENJAMIN PASS, BENJAMIN PASS, FRANK PASS, FRANK PASS, FRANK PASS, BEN PASS, BFP OIL RECOVERY, LLC)",S4MR4D4BR,,
11527,Individual,,,BENJAMIN,F.,PASS,,,,,,WILMINGTON,NC,USA,28405,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/24/2014,02/23/2024,,(also BENJAMIN PASS),S4MR4D4BS,,
11528,Individual,,,BENJAMIN,FRANK,PASS,,,,,,WILMINGTON,NC,USA,28405,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/24/2014,02/23/2024,,(also BENJAMIN PASS),S4MR4D4BT,,
11529,Individual,,,BENJAMIN,,PASS,,,,,,WILMINGTON,NC,USA,28405,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/24/2014,02/23/2024,,(also BENJAMIN PASS),S4MR4D4BV,,
11578,Individual,,,BENNIE,B.,DIMARCO,,,,,,LAUDERHILL,FL,USA,33319,,Reciprocal,EPA,H,Prohibition/Restriction,"For CT Code H Only: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 6742 Sierra Dr., Lauderhill, FL 33319 (Violating Facility)",08/22/2003,Indefinite,,"(also PRECISION CONTRACTING, VINCENT DIMARCO, VINCENT DIMARCO, BENNY DIMARCO)",S4MR3QBFV,,
11587,Individual,,,BENNY,B.,DIMARCO,,,,,,LAUDERHILL,FL,USA,33319,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT Code H Only: Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 6742 Sierra Dr., Lauderhill, FL 33319 (Violating Facility)",08/22/2003,Indefinite,,"(also PRECISION CONTRACTING, VINCENT DIMARCO, VINCENT DIMARCO, BENNIE DIMARCO)",S4MR3MTPL,,
12450,Individual,,,BICH,DONG,NGO,,,,,,ARLINGTON,TX,USA,76002,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Mike's Autocare, 311 North Mesquite Street, Arlington, TX  (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",09/21/2014,Indefinite,,,S4MR4HZ6W,,
12557,Individual,,,BILLY,J.,AVERY,,,,,,VIRGINIA BEACH,VA,USA,23455,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: 400 S. Military Hwy, Virginia Beach, VA 23464 AND 2352 Windway Lane, Virginia Beach, VA 23455 AND 5360 Bainbridge Blvd., Chesapeake, VA 23320 (Violating Facilities). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",02/07/2014,Indefinite,,(also WILLIAM AVERY),S4MR4DJ1Q,,
12558,Individual,,,BILLY,DEAN,BAILEY,,,,,,DOUBLE OAK,TX,USA,75067,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Oklahoma Trailers, 2110 S. Main St., Kingfisher, OK 73750 (Violating Facility)",05/12/1994,Indefinite,,,S4MR3PCZP,,
12579,Individual,,,BILLY,RAY,FOXWORTH,,,,,,RINGGOLD,GA,USA,30736,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Hydro-Vac Services, Inc. 3331 Saint Elmo Ave., Chattanooga, TN 37408(Violating Facility)",06/19/2002,Indefinite,,,S4MR3Q7L1,,
12611,Individual,,,BILLY,R.,MOORE,,,,,,GRANTSBORO,NC,USA,28529,,Reciprocal,EPA,H,Prohibition/Restriction,"FOR CT CODE H ONLY- Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: NC Department of Transportation, Ferry Division- Field Maintenance Office, 2300 Ferry Rd., Havelock, NC 28532 (Violating Facility)",03/20/2007,Indefinite,,,S4MR3PK5L,,
12789,Individual,,,BO,,GAO,,,,,,WASHINGTON,MS,USA,39190,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,06/09/2016,06/08/2019,,,S4MR538JZ,,
12891,Individual,,,BOBBY,JOE,KNAPP,,,,,,JOHNSTON,IA,USA,50131,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Equitable Building, 604 Locust Street, Des Moines, IA 50309 (Violating Facility)  The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",06/22/2011,Indefinite,,"(also ROBERT KNAPP, RUSSELL COCO)",S4MR3RLMN,,
12908,Individual,,,BOBBY,,NEWSOME,,,,,,BAKERSTOWN,PA,USA,15007,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: ACS Environmental, Inc., 3600 Koppens Way, Chesapeake, VA 23323 (Violating Facility)",11/10/2005,Indefinite,,,S4MR3Q7V4,,
12920,Individual,,,BOBBY,JOE,SILVERS,,,,,,ROBBINSVILLE,NC,USA,28771,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Town of Robinsonville Wastewater Treatment Plant, Long Creek Road (NCSR 1100), Robinsville, NC  28771 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/10/2015,Indefinite,,(also JOHN CARVER),S4MR4WR9S,,
12981,Individual,,,BONITA,M.,WITT-HIRD,,,,,,ALDERSON,WV,USA,24910,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Richmorr & Associates, 5054 Elk River Road, Suite A, Elkview,  WV 25017 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/26/2015,Indefinite,,,S4MR4XN3W,,
13242,Individual,,,BRADLEY,,BEAUDOIN,,,,,,TROY,NH,USA,03465,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation - ineligible for awards to be performed at this Violating Facility only:  Troy Waste Water Treatment Facility (Violating Facility), Troy, NH 03465",09/23/2002,Indefinite,,,S4MR3QKKD,,
13260,Individual,,,BRADLEY,DAVID,EBERHART,,,,,,GARDEN VALLEY,ID,USA,83622,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Air Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Owyhee Construction, Inc., 6434 West Gowen Road, Boise, ID 83709 (Violating Facility). The Clean Air Act (42 U.S.C. 7606) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Air Act (42 U.S.C. 7413(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Air Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/12/2013,Indefinite,,,S4MR4DWVJ,,
13261,Individual,,,BRADLEY,DAVID,EBERHART,,,,,,GARDEN VALLEY,ID,USA,83622,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,09/23/2014,09/22/2017,,,S4MR4GYCW,,
13508,Individual,,,BRANKO,,LAZIC,,,,,,HALEDON,NJ,USA,07508,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Bilaz, Inc., 75 Witherspoon Rd., Clifton, NJ 07013 (Violating Facility). ",01/11/2008,Indefinite,,,S4MR3QFYL,,
13514,Individual,,,BRAULIO,,AGOSTO-VEGA,,,,,,SAN JUAN,PR,USA,00929,,Reciprocal,EPA,,Prohibition/Restriction,,02/28/2013,Indefinite,,,S4MR4DWWF,,
13906,Individual,,,BRENT,,ANDERSON,,,,,,HACIENDA,CA,USA,91745,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Heraeus Metal Processing, Inc., 1975 Knoxville Hwy., Wartburg, TN 37887-3726 (Violating Facility)",04/15/2009,Indefinite,,,S4MR3PT99,,
13923,Individual,,,BRENT,ROLAND,FEICKERT,,,,,,HANOVER,MN,USA,55341,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/04/2015,02/03/2018,,,S4MR4JNCB,,
13924,Individual,,,BRENT,ROLAND,FEICKERT,,,,,,HANOVER,MN,USA,55341,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/04/2015,02/03/2018,,,S4MR4JNBS,,
13942,Individual,,,BRENT,DOUGLAS,WELLS,,,,,,FORT THOMPSON,SD,USA,57339,,Reciprocal,EPA,R,Ineligible (Proceedings Completed),,05/10/2012,04/02/2020,,,S4MR3R8R7,,
13956,Individual,,,BRET,A.,SIMPSON,,,,,,ELLENSBURG,WA,USA,98926,,Reciprocal,EPA,,Prohibition/Restriction,,03/08/2013,Indefinite,,,S4MR4CVJY,,
13957,Individual,,,BRET,A.,SIMPSON,,,,,,ELLENSBURG,WA,USA,98926,,Reciprocal,EPA,,Ineligible (Proceedings Completed),,02/03/2014,02/02/2017,,"(also PRINCIPLE METALS, LLC, PRINCIPLE RECOVERY SYSTEMS, LLC)",S4MR4CVL3,,
13983,Individual,,,BRETT,B.,POMEROY,,,,,,BOARDMAN,OH,USA,44512,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: Nelson Bedding Products, Inc., 2733 Market St., Youngstown, OH 44507-1612 (Violating Facility)",11/30/2004,Indefinite,,,S4MR3Q951,,
14098,Individual,,,BRIAN,,GARRAHAN,,,,,,BOCA RATON,FL,USA,33431,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,08/15/2016,Indefinite,,,S4MR54LR1,,
14099,Individual,,,BRIAN,J,GARRAHAN,,,,,,DELRAY BEACH,FL,USA,33445,,Reciprocal,EPA,,Ineligible (Proceedings Pending),,12/08/2016,Indefinite,,,S4MR5BZ41,,
14244,Individual,,,BRIAN,KEITH,NOBIS,,,,,,PARIS,MO,USA,65275,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: Nobis Hog Farm, 33048 Route D, Paris, MO 65275(Violating Facility)",09/09/2003,Indefinite,,,S4MR3Q7V8,,
14249,Individual,,,BRIAN,,OSBORN,,,,,,LAFAYETTE,LA,USA,70503,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Gulfport Energy Corporation, West Cote Blanche Bay Platform, West Cote Blanche Bay Production Field, Cypremont Point, LA 70538 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",03/22/2016,Indefinite,,,S4MR50GJ0,,
14250,Individual,,,BRIAN,D.,PALMER,,,,,,FALLS CITY,NE,USA,68355,,Reciprocal,EPA,,Prohibition/Restriction,"REVIEW THIS INFORMATION PRIOR TO CONTACTING EPA:  Convicted of Clean Water Act Violation:  INELIGIBLE FOR AWARDS TO BE PERFORMED AT THIS FACILITY ONLY: Vision 20-20, Inc., 2621 Harlan Street, Falls City, NE 68355 (Violating Facility). The Clean Water Act (33 U.S.C. 1368) forbids any Federal agency from entering into any contract, loan, or benefit to any person or company who- 1. Has been convicted of an offense under the Clean Water Act (33 U.S.C. 1319(c)); AND 2. Intends to use the place where or from which the offense happened (the violating facility) for the contract, loan or benefit; AND 3. Owns, leases or supervises the facility (where or from which the Clean Water Act offense occurred) at the time when a decision about the contract, loan or benefit is made.  ALL THREE CONDITIONS MUST BE PRESENT FOR A PERSON TO BE DENIED A CONTRACT, LOAN OR BENEFIT. ",08/19/2013,Indefinite,,"(also JERRY MCKIM, VISION 20 20 INC)",S4MR4XN1Q,,
14317,Individual,,,BRIAN,,WAITE,,,,,,SAGINAW,MI,USA,48603,,Reciprocal,EPA,,Prohibition/Restriction,,02/17/2012,Indefinite,,,S4MR481KN,,
14429,Individual,,,BRIGITTE,ZIMM,PUNCH,,,,,,YAKIMA,WA,USA,98902,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation-  ineligible for awards to be performed at this Facility Only: Pacific Aqua Tech Limited, 931 Buena Way, Toppenish, WA 98948 (Violating Facility)",09/13/1993,Indefinite,,,S4MR3NTRK,,
14548,Individual,,,BRUCE,J.,BARDONARO,,,,,,CINCINNATI,OH,USA,45238,,Reciprocal,EPA,H,Prohibition/Restriction,"Convicted of Clean Air Act or Clean Water Act violation- ineligible for awards to be performed at this Facility Only: 2640 Lefferson Rd., Middletown, OH 45044-6938 (Violating Facility)",01/28/2003,Indefinite,,,S4MR3P4MY,,
