,Classification,Name,Prefix,First,Middle,Last,Suffix,Address 1,Address 2,Address 3,Address 4,City,State / Province,Country,Zip Code,DUNS,Exclusion Program,Excluding Agency,CT Code,Exclusion Type,Additional Comments,Active Date,Termination Date,Record Status,Cross-Reference,SAM Number,CAGE,NPI
85694,Individual,,,NATHALIE,,OUELLET,,,,,,ST. PETERSBURG,FL,USA,33703,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/17/2015,06/16/2018,,(also NATHALIE MENARD),S4MR4Y1B1,,
85736,Individual,,,NATHAN,,SCHWARTZ,,,,,,NORTH MIAMI BEACH,FL,USA,33162,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,02/18/2018,,,S4MR4JSTP,,
85786,Individual,,,NATHANIEL,,ROBERTS,,,,,,TERRE HAUTE,IN,USA,47808,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,11/23/2024,,,S4MR4DQNQ,,
86027,Individual,,,NELDA,,ASUNCION,,,,,,ANTIOCH,CA,USA,94509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/19/2014,11/18/2019,,,S4MR4HN7P,,
86205,Individual,,,NEURBY,CELENIA,DIAZ,,,,,,BRUCETON MILLS,WV,USA,26525,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2015,04/07/2021,,,S4MR4SCRG,,
86795,Individual,,,NIMOTA,FOLASHADE,BELLO,,,,,,DANBURY,CT,USA,068112956,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/11/2012,10/10/2035,,,S4MR4753B,,
87030,Individual,,,NOLIN,E,CUMBA-RODRIGUEZ,,,,,,CAROLINA,PR,USA,00983,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/11/2015,08/10/2018,,,S4MR4QFQQ,,
87153,Individual,,,NORMA,,MENDEZ,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/09/2012,11/03/2064,,,S4MR46KCW,,
87218,Individual,,,NORMAN,G.,OJEDA-MARRERO,,,,,,TRUJILLO ALTO,PR,USA,00976,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2015,09/08/2018,,,S4MR4SPQZ,,
87330,Individual,,,NUVIA,NANCY,MARTINEZ,,,,,,FORT WORTH,TX,USA,761270137,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/02/2012,03/16/2021,,,S4MR45MW5,,
87640,Individual,,,OLGA,M,DIAZ-MEDINA,,,,,,PUERTO REAL,PR,USA,00740,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/11/2015,08/10/2018,,,S4MR4QFQR,,
87800,Individual,,,OMAR,RASHAAD,BEY,,,,,,FORT DIX,NJ,USA,086400902,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/21/2013,03/23/2028,,,S4MR47ZL0,,
87845,Individual,,,OMAR,,PERALTA-RODRIGUEZ,,,,,,FOLKSTON,GA,USA,31537,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/02/2015,12/01/2018,,(also ERICK PERALTA),S4MR4XL4K,,
87882,Individual,,,OMELYAN,,BOTSVYNYUK,,,,,,BEAUMONT,TX,USA,77720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/03/2014,02/02/2113,,,S4MR4CV30,,
88079,Individual,,,OSCAR,IVAN,AGUILAR-GASTELUM,,,,,,PHOENIX,AZ,USA,85029,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/23/2015,05/22/2018,,(also OSCAR GASTELUM-AGUILAR),S4MR4XC4F,,
88096,Individual,,,OSCAR,IVAN,GASTELUM-AGUILAR,,,,,,PHOENIX,AZ,USA,85029,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/23/2015,05/22/2018,,(also OSCAR AGUILAR-GASTELUM),S4MR4XC4Y,,
88124,Individual,,,OSCAR,,MARTINEZ,,,,,,BIG SPRING,TX,USA,79720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,02/01/2021,,,S4MR4GZ6K,,
88143,Individual,,,OSCAR,,PINA-FUENTES,,,,,,BAYAMON,PR,USA,00957,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2015,09/08/2018,,,S4MR4SPR0,,
88160,Individual,,,OSCAR,,VILLARREAL,,,,,,DONNA,TX,USA,78537,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,09/23/2017,,,S4MR4GZ7C,,
88359,Individual,,,PABLO,,MA,,,,,,HOUSTON,TX,USA,77036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/02/2016,06/01/2021,,(also CHENGLUN MA),S4MR5324Z,,
88922,Individual,,,PARESH,,PATEL,,,,,,SAVANNAH,GA,USA,31410,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2015,07/07/2017,,,S4MR4LJW7,,
88998,Individual,,,PASCUAL,,MUNOZ,,,,,,RAPID CITY,SD,USA,57702,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/28/2014,06/04/2019,,,S4MR4GLDQ,,
89012,Individual,,,PAT,,LEX,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2013,09/02/2112,,,S4MR4B9BF,,
89247,Individual,,,PATRICIA,,DURR,,,,,,HOPKINTON,MA,USA,01748,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/16/2016,06/15/2020,,,S4MR53DLC,,
89617,Individual,,,PATRICIA,,PERDOMO-REGALADO,,,,,,BIRMINGHAM,AL,USA,35216,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2015,09/08/2018,,,S4MR4SPR1,,
89899,Individual,,,PATRICK,,BULLOCK,,,,,,BUTNER,NC,USA,27509,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/30/2014,05/16/2020,,,S4MR4DXGM,,
89973,Individual,,,PATRICK,,JANSEN,,,,,,FORT DIX,NJ,USA,086400902,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,03/29/2032,,,S4MR3RMYZ,,
89991,Individual,,,PATRICK,,LOPES,,,,,,SAN PEDRO,CA,USA,90731,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,09/28/2021,,,S4MR4HH9P,,
89992,Individual,,,PATRICK,,LOPEZ,,,,,,SAN PEDRO,CA,USA,90731,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,09/28/2021,,,S4MR4HHB3,,
90091,Individual,,,PATRICK,G.,TZEUTON,,,,,,SUITLAND,MD,USA,20746,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,04/13/2019,,,S4MR4DQN8,,
90285,Individual,,,PAUL,,CUTLASS,,,,,,MIAMI,FL,USA,331779800,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/09/2012,10/08/2017,,,S4MR46KFY,,
90471,Individual,,,PAUL,,LOVE,,,,,,PENSACOLA,FL,USA,325163949,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2013,06/02/2017,,,S4MR496NM,,
90477,Individual,,,PAUL,,MA,,,,,,EDEN,TX,USA,76837,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/21/2016,07/20/2021,,(also JIANJUN MA),S4MR54653,,
90498,Individual,,,PAUL,,MEXIA,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2013,09/02/2112,,,S4MR4B9BT,,
91036,Individual,,,PEDRO,,ARCHILLA-COLON,,,,,,SAN JUAN,PR,USA,00924,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/29/2015,07/28/2018,,,S4MR4NQGP,,
91122,Individual,,,PEDRO,SAUL,OCAMPO MUNGUIA,,,,,,PFLUGERVILLE,TX,USA,78660,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2014,11/12/2019,,,S4MR4HKZ6,,
91166,Individual,,,PEDRO,,ZOQUITECTAL-FLORES,,,,,,PHOENIX,AZ,USA,85017,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/03/2015,11/02/2017,,(also DANIEL FLORES-ARRELLANO),S4MR4WQ16,,
91600,Individual,,,PETER,,KO,,,,,,OWENSBORO,KY,USA,423034641,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/17/2013,05/16/2017,,,S4MR48Z4G,,
91892,Individual,,,PHILIP,,LANGERMAN,,,,,,GRAFTON,WI,USA,53024,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/19/2014,09/18/2017,,,S4MR4GX4Y,,
91918,Individual,,,PHILIP,T.,NOWICKI,,,,,,WHITE DEER,PA,USA,178871000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/10/2013,07/09/2018,,,S4MR47G4J,,
92041,Individual,,,PHILLIP,,ORTEGA,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/18/2012,07/17/2017,,"(also FELIPE VARGAS-ORTEGA, FELIPE MARCOS, FELIPE VARGAS)",S4MR3R8VL,,
92116,Individual,,,PHUNG,CA,LONG,,,,,,VINTON,IA,USA,52349,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/28/2014,04/27/2017,,,S4MR4DWBW,,
92288,Individual,,,PING,YONG,HUANG,,,,,,BEAUFORT,SC,USA,29906,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/01/2014,03/31/2017,,,S4MR4DK93,,
92658,Individual,,,QUAN,,LIU,,,,,,RALEIGH,NC,USA,27606,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/17/2016,02/16/2019,,"(also DAVID LIU, DAVEY LIU)",S4MR4ZJXB,,
92659,Individual,,,QUANDA,,ANTHONY,,,,,,COLUMBUS,OH,USA,43232,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,12/28/2016,12/27/2019,,,S4MR5CB50,,
92764,Individual,,,RABBI,AVRAHAM,DAVID,,,,,,OTISVILLE,NY,USA,10963,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/09/2015,02/16/2021,,(also EARL DAVID),S4MR4JNTH,,
93095,Individual,,,RAFAEL,,VILLARREAL,SR.,,,,,WASHINGTON,MS,USA,391901600,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/20/2013,05/26/2020,,,S4MR49DLH,,
93105,Individual,,,RAFAELA,DUTRA,TORO,,,,,,LEWIS CENTER,OH,USA,43035,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/09/2014,06/08/2017,,,S4MR4FFHQ,,
93499,Individual,,,RAMIRO,,GRACIA-CANTU,,,,,,BEAUMONT,TX,USA,77720,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/29/2014,05/29/2030,,,S4MR4H18D,,
93556,Individual,,,RAMON,,DE LUNA,,,,,,PORT CHARLOTTE,FL,USA,33953,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,09/23/2017,,,S4MR4GZ61,,
93602,Individual,,,RAMON,,PEREZ,,,,,,CORALVILLE,IA,USA,52241,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/01/2016,02/26/2040,,(also RODRIGO ESTRADA),S4MR4Z3GS,,
93869,Individual,,,RANDY,MARTELL,BALLARD,,,,,,ADELANTO,CA,USA,92301,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,04/01/2026,,(also JAZMIN DAVIS),S4MR4N0SF,,
94048,Individual,,,RAQUEL,,GALVAN,,,,,,EL PASO,TX,USA,79927,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,04/21/2017,,,S4MR4DT37,,
94060,Individual,,,RAQUEL,GALVAN,MOLINA,,,,,,EL PASO,TX,USA,79927,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,04/21/2017,,,S4MR4DT3D,,
94154,Individual,,,RAUL,,CORTES-MEZA,,,,,,YAZOO CITY,MS,USA,39194,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,09/08/2011,02/19/2042,,,S4MR3RBVP,,
94187,Individual,,,RAUL,D.,MUNOZ,,,,,,RAPID CITY,SD,USA,57702,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2014,07/07/2017,,,S4MR4FTGZ,,
94190,Individual,,,RAUL,,PEREZ,,,,,,BRADFORD,PA,USA,16701,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/22/2014,12/12/2029,,,S4MR4DT30,,
94212,Individual,,,RAUL,,VILLARREAL,,,,,,GLENVILLE,WV,USA,26351,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/14/2014,04/15/2044,,,S4MR4DQCH,,
94925,Individual,,,REFAEL,,BRODJIK,,,,,,SPRING VALLEY,NY,USA,10977,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/19/2015,02/18/2018,,,S4MR4JSTX,,
95549,Individual,,,RHETT,,MAUGHON,,,,,,P.O. BOX 150160,GA,USA,303150160,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/26/2013,10/11/2021,,,S4MR49GPR,,
95816,Individual,,,RICARDO,,LOPEZ-MUNGUIA,,,,,,SAN DIEGO,CA,USA,92101,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/04/2015,03/03/2018,,(also GUSTAVO MADRIGAL),S4MR4JZFD,,
95820,Individual,,,RICARDO,,MUNIZ-SANCHEZ,,,,,,DALLAS,TX,USA,75287,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/06/2014,03/05/2017,,,S4MR4D788,,
96224,Individual,,,RICHARD,CHARLES,GRAY,,,,,,FLORENCE,CO,USA,81226,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/19/2016,09/18/2115,,,S4MR559HN,,
96326,Individual,,,RICHARD,ALLEN,JOHNSON,,,,,,GLENVILLE,WV,USA,263516000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,01/17/2012,03/16/2033,,,S4MR3RMZT,,
96581,Individual,,,RICHARD,ALLEN,PHILLIPS,,,,,,EL RENO,OK,USA,73036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/03/2015,08/21/2022,,,S4MR4L3R1,,
96606,Individual,,,RICHARD,ABAPO,QUIDILLA,,,,,,LOS ANGELES,CA,USA,90053,,Reciprocal,DHS-ICE,A,Ineligible (Proceedings Completed),,04/18/2012,01/06/2019,,,S4MR3RCZY,,
96651,Individual,,,RICHARD,MARK,ROSENBAUM,,,,,,JESUP,GA,USA,31599,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,12/15/2009,11/08/2018,,,S4MR3QPS4,,
96662,Individual,,,RICHARD,P.,RUSSELL,JR.,,,,,TUCSON,AZ,USA,85734,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/06/2014,12/11/2075,,,S4MR4HH97,,
96686,Individual,,,RICHARD,,SCHWEICH,,,,,,TALLAHASSEE,FL,USA,323013558,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,06/25/2050,,,S4MR3RLQ3,,
97355,Individual,,,ROBERT,EVERETT,BONNER,JR.,,,,,WELCH,WV,USA,24801,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/02/2016,03/25/2044,,(also MIKE BONNER),S4MR56ZVP,,
97425,Individual,,,ROBERT,LANE,CAMP,,,,,,DEER PARK,TX,USA,77536,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,12/15/2010,10/12/2017,,,S4MR3RHW4,,
97643,Individual,,,ROBERT,JOHN,FARRELL,,,,,,MITCHELL,SD,USA,573015412,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/04/2013,02/03/2023,,,S4MR47S7Q,,
97824,Individual,,,ROBERT,WESLEY,HARDEN,,,,,,PETERSBURG,VA,USA,238041000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/30/2013,02/19/2062,,,S4MR49VCK,,
97955,Individual,,,ROBERT,,JOHNSON,,,,,,POLLOCK,LA,USA,714674050,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/03/2013,09/02/2112,,,S4MR4B9B8,,
98487,Individual,,,ROBERT,T.,SCHOFIELD,JR.,,,,,LISBON,OH,USA,444320010,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/07/2012,07/22/2029,,,S4MR3R89Y,,
98546,Individual,,,ROBERT,,SPARKS,,,,,,FALLS CHURCH,VA,USA,22046,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/22/2016,06/21/2020,,,S4MR53LM7,,
98925,Individual,,,ROBERTO,RICIERI,RIBEIRO,,,,,,MCRAE,GA,USA,31055,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/22/2014,02/24/2021,,,S4MR4GHXR,,
99266,Individual,,,ROCIO,,MORENO,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROSIO PEREZ, ROSA VARGAS, ROZIO ORTEGA)",S4MR3RN5V,,
99267,Individual,,,ROCIO,,PEREZ,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSIO PEREZ, ROSA VARGAS, ROZIO ORTEGA)",S4MR3R994,,
99268,Individual,,,ROCIO,,VARGAS,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO MORENO, ROSIO PEREZ, ROSA VARGAS, ROZIO ORTEGA)",S4MR3RN5S,,
99398,Individual,,,RODNEY,PENA,MENDEZ,,,,,,TEXARKANA,TX,USA,755057000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/20/2013,06/01/2034,,,S4MR4B3GJ,,
99424,Individual,,,RODOLFO,,FLORES,,,,,,POLLOCK,LA,USA,714672099,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/20/2013,03/29/2021,,,S4MR4B3GM,,
99429,Individual,,,RODOLFO,HERNANDEZ,GUITERREZ,,,,,,SAVANNAH,GA,USA,31419,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/24/2015,07/23/2017,,,S4MR4N0TC,,
99470,Individual,,,RODRIGO,RAFAEL,DAVILA,,,,,,THREE RIVERS,TX,USA,78071,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/24/2014,10/20/2023,,,S4MR4GZ5L,,
99473,Individual,,,RODRIGO,SANDOVAL,ESTRADA,,,,,,CORALVILLE,IA,USA,52241,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/01/2016,02/26/2040,,(also RAMON PEREZ),S4MR4Z3GD,,
99492,Individual,,,ROGELIO,,BANDA,,,,,,FOLKSTON,GA,USA,315379000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,07/20/2012,01/22/2018,,,S4MR3RJTP,,
99493,Individual,,,ROGELIO,,BANDA,,,,,,FOLKSTON,GA,USA,315379000,,Reciprocal,DHS-ICE,08-INA-02,Ineligible (Proceedings Completed),,07/20/2012,01/22/2018,,,S4MR3RJTP,,
99498,Individual,,,ROGELIO,,ESCALANTE,SR.,,,,,RAPID CITY,SD,USA,57702,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,11/04/2022,,,S4MR46SQ5,,
99522,Individual,,,ROGELIO,,SERRANO-LARA,,,,,,ESTILL,SC,USA,299180699,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/30/2013,01/24/2023,,,S4MR49VCL,,
99523,Individual,,,ROGELIO,BENITO,VILLARREAL,III,,,,,PASADENA,TX,USA,77506,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/09/2014,09/08/2017,,,S4MR4GR9T,,
99564,Individual,,,ROGER,WESLEY,FARRIS,II,,,,,WHITE DEER,PA,USA,178871000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,03/29/2012,01/18/2024,,,S4MR3RJK9,,
99596,Individual,,,ROGER,,LOUGHRY,,,,,,PETERSBURG,VA,USA,238041000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,10/29/2054,,,S4MR3RMYY,,
99825,Individual,,,ROMAN,,KUCHER,,,,,,CUMBERLAND,MD,USA,215011000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/02/2011,10/09/2018,,"(also MIDWEST BEST, INC.)",S4MR3RNPJ,,
99828,Individual,,,ROMAN,,LITT,,,,,,LEWISBURG,PA,USA,178371000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,11/22/2011,06/20/2021,,,S4MR3RMZ1,,
99842,Individual,,,ROMAN,,SANCHEZ,,,,,,MISSION,TX,USA,78574,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/01/2016,01/31/2017,,,S4MR4Z3GG,,
100231,Individual,,,RONALD,,NELSON,,,,,,BRENTWOOD,CA,USA,94513,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/13/2014,11/12/2019,,,S4MR4HKVH,,
100595,Individual,,,ROSA,M.,VARGAS,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSIO PEREZ, ROZIO ORTEGA)",S4MR3RN5X,,
101008,Individual,,,ROSIO,,PEREZ,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSA VARGAS, ROZIO ORTEGA)",S4MR3RN5W,,
101246,Individual,,,ROZIO,,ORTEGA,,,,,,WILLIAMSBURG,VA,USA,231881732,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,06/26/2012,06/25/2017,,"(also ROCIO PEREZ, EMMA PEREZ, EMMA TLACOXOLAL-PEREZ, ROCIO VARGAS, ROCIO MORENO, ROSIO PEREZ, ROSA VARGAS)",S4MR3RN5Z,,
101582,Individual,,,RUSSELL,,OTTERSTEIN,,,,,,LITTLETON,CO,USA,80123,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/14/2014,08/13/2017,,,S4MR4GCPD,,
102537,Individual,,,SAM,,KLEIN,,,,,,LOS ANGELES,CA,USA,90036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/13/2015,01/12/2020,,(also SAMUEL KLEIN),S4MR4J9ZF,,
102838,Individual,,,SAMUEL,,GARCIA-ADARME,,,,,,MAYAGUEZ,PR,USA,00680,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,06/06/2016,06/05/2019,,,S4MR535F0,,
102884,Individual,,,SAMUEL,D.,KLEIN,,,,,,LOS ANGELES,CA,USA,90036,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,01/13/2015,01/12/2020,,"(also SAM KLEIN, SHMUEL KLEIN)",S4MR4J9XL,,
103639,Individual,,,SANTOS,ADAN,AREVALO,,,,,,YAZOO CITY,MS,USA,39194,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/28/2014,07/17/2020,,,S4MR4DWCP,,
104080,Individual,,,SAUL,,SALAZAR,,,,,,ATLANTA,GA,USA,30315,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/16/2014,02/19/2027,,,S4MR4H6XF,,
104081,Individual,,,SAUL,,SALINAS SALAZAR,,,,,,ATLANTA,GA,USA,30315,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,10/16/2014,02/19/2027,,,S4MR4H6X3,,
104198,Individual,,,SCOTT,,AHN,,,,,,COLEMAN,FL,USA,335211031,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,02/27/2013,07/10/2018,,,S4MR4821F,,
104221,Individual,,,SCOTT,ALAN,BLAKE,,,,,,MIAMI,FL,USA,33177,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,04/21/2015,04/10/2026,,,S4MR4KL2S,,
104254,Individual,,,SCOTT,VAN,DORP,,,,,,SPRINGFIELD,MO,USA,658014000,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,12/02/2011,10/04/2031,,,S4MR3RCGB,,
104561,Individual,,,SEBASTIAN,,VIRREY-SEGURA,,,,,,PECOS,TX,USA,79772,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/26/2014,10/20/2018,,,S4MR4DH9X,,
104613,Individual,,,SELENA,,FENG,,,,,,NORTH LOGAN,UT,USA,84341,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,05/19/2016,05/18/2019,,,S4MR52RXC,,
104796,Individual,,,SERGIO,VALAZQUEZ,MARTINEZ,,,,,,GARDEN CITY,GA,USA,31408,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,07/08/2015,07/07/2017,,,S4MR4LJWG,,
104800,Individual,,,SERGIO,,MUNOZ-ESCALANTE,,,,,,HERMOSA,SD,USA,57744,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/05/2012,11/04/2022,,,S4MR46SPG,,
104850,Individual,,,SERVANDO,,ALVARADO-CASAS,,,,,,FORT DIX,NJ,USA,086402000,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,08/27/2012,02/18/2034,,,S4MR45Z18,,
104854,Individual,,,SERVANDO,,GONZALEZ,JR.,,,,,AUSTIN,TX,USA,78758,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,11/07/2014,11/06/2017,,,S4MR4HHQ7,,
105082,Individual,,,SHALOM,,RUBASHKIN,,,,,,OTISVILLE,NY,USA,10963,,Reciprocal,DHS-ICE,R,Ineligible (Proceedings Completed),,05/09/2011,03/05/2053,,,S4MR3RJCM,,
105222,Individual,,,SHANNON,MARIE,ADAMS,,,,,,ALICEVILLE,AL,USA,35442,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,09/16/2015,02/13/2024,,,S4MR4T1M8,,
105509,Individual,,,SHARON,LEE,ANDERSON,,,,,,DANBURY,CT,USA,06811,,Reciprocal,DHS-ICE,,Ineligible (Proceedings Completed),,03/12/2014,12/12/2029,,,S4MR4D9FF,,
106035,Individual,,,SHAWN,,HUGHES,,,,,,OXON HILL,MD,USA,207452027,,Reciprocal,DHS-ICE,A,Ineligible (Proceedings Completed),,07/18/2012,04/26/2017,,(also SHAWN PERRY),S4MR3R8L1,,
